TIPO DE PROCESO,CIUDAD,REGION,PRESENTACIÓN DEMANDA,AÑO DEMANDA,RED,TIPO RELACIÓN,PRETENSIÓN,CLASE (posibilidad de pérdida),ESTADO ACTUAL,APODERADO BANCO
Ordinario,bogota,bogotá,2014-08-29,2014.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,zipaquira,bogotá,2015-05-14,2015.0,Bancolombia,Jubilado,indemnización,eventual,otros,daniel isaías santana lozada
Ordinario,bogota,bogotá,2015-05-27,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,pasto,sur,2016-03-07,2016.0,Bancolombia,Empleado,reintegro,eventual,otros,julio javier leyton portilla
Especial,bogota,bogotá,2017-02-22,2017.0,Bancolombia,Empleado,fuero sindical,eventual,terminado,josé roberto herrera vergara
Ordinario,bogota,bogotá,2015-03-06,2015.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2015-04-28,2015.0,Bancolombia,Jubilado,otros,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2015-03-04,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,bogota,bogotá,2017-05-10,2017.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2015-11-10,2015.0,Bancolombia,Jubilado,indemnización,otros,otros,reynaldo amaya mantilla
Ordinario,bogota,bogotá,2015-09-30,2015.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,monteria,caribe,2007-02-26,2007.0,Bic,Jubilado,indemnización,eventual,pendiente,josé roberto herrera vergara (jaime a. caballero)
Ordinario,medellin,antioquia,2015-09-24,2015.0,Conavi,Jubilado,otros,eventual,contestada,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2001-01-01,2001.0,Banco de colombia,Jubilado,reintegro,eventual,pendiente,josé roberto herrera vergara
Ordinario,villavicencio,centro,2008-07-22,2008.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-10-17,2007.0,Bancolombia,Jubilado,reintegro,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2006-12-19,2006.0,Banco de colombia,Jubilado,otros,eventual,favorable,josé roberto herrera vergara
Ordinario,pereira,sur,2008-01-01,2008.0,Bancolombia,Jubilado,indemnización,eventual,segunda instancia,josé roberto herrera vergara
Ordinario,bogota,bogotá,2016-12-06,2016.0,Bancolombia,Jubilado,indemnización,eventual,terminado,juan pablo lópez moreno
Ordinario,medellin,antioquia,2015-02-19,2015.0,Conavi,Jubilado,indemnización,eventual,otros,juan felipe molina alvarez
Ordinario,bogota,bogotá,2016-06-20,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Unico,bogota,bogotá,2017-03-21,2017.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2017-02-08,2017.0,Bancolombia,Jubilado,reintegro,eventual,contestada,juan fernando arbelaez villada
Ordinario,barranquilla,caribe,2015-11-17,2015.0,Bancolombia,Jubilado,salario,eventual,fallo 2a instancia,carlos valega puello
Ordinario,florencia,centro,2016-09-08,2016.0,Bancolombia,Jubilado,indemnización,eventual,terminado,nelson calderon molina
Especial,yopal,centro,2016-12-16,2016.0,Bancolombia,Empleado,fuero sindical,eventual,otros,juan pablo lópez moreno
Ordinario,cucuta,centro,2008-01-01,2008.0,Banco de colombia,Jubilado,otros,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2011-10-18,2011.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2014-06-05,2014.0,Banco de colombia,Jubilado,otros,otros,contestada,juan pablo lópez moreno
Ordinario,medellin,antioquia,2013-12-09,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,cali,sur,2006-06-01,2006.0,Banco de colombia,Jubilado,reintegro,otros,liquidación,luis felipe arana madriñán (josé roberto herrera v.)
Especial,bogota,bogotá,2017-08-10,2017.0,Bancolombia,Empleado,fuero sindical,eventual,otros,juan pablo lópez moreno
Especial,yopal,centro,2017-02-16,2017.0,Bancolombia,Empleado,otros,eventual,otros,juan pablo lópez moreno
Ordinario,bogota,bogotá,2010-02-09,2010.0,Banco de colombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2015-05-04,2015.0,Bancolombia,Jubilado,indemnización,otros,contestada,juan pablo lópez moreno
Ordinario,bogota,bogotá,2009-02-19,2009.0,Conavi,Jubilado,reintegro,otros,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2015-06-18,2015.0,Bic,Jubilado,reintegro,eventual,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2014-11-04,2014.0,Conavi,Jubilado,indemnización,eventual,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2009-07-14,2009.0,Bic,Jubilado,otros,otros,pendiente,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2016-12-09,2016.0,Bancolombia,Empleado,indemnización,otros,fallo 2a instancia,juan pablo lópez moreno
Ordinario,bogota,bogotá,2011-06-29,2011.0,Conavi,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,neiva,centro,2016-09-28,2016.0,Bancolombia,Jubilado,reintegro,eventual,contestada,raúl humberto monroy gallego
Ordinario,bogota,bogotá,2016-08-16,2016.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,cali,sur,2016-09-27,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,luis fernando rojas arango 
Ordinario,bogota,bogotá,2017-09-28,2017.0,Bancolombia,Empleado,reintegro,eventual,otros,josé roberto herrera vergara
Ordinario,ubate,centro,2017-10-27,2017.0,Bancolombia,Empleado,otros,eventual,terminado,giovanna flórez montealegre
Especial,tumaco,sur,2018-04-06,2018.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,velez,centro,2018-02-12,2018.0,Banco de colombia,Empleado,otros,otros,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2017-10-30,2017.0,Bancolombia,Jubilado,indemnización,otros,contestada,juan fernando arbelaez villada
Ordinario,ocaña,centro,2016-09-19,2016.0,Bancolombia,Jubilado,reintegro,otros,otros,ruth criado de vera
Ordinario,cali,sur,2014-05-09,2014.0,Bancolombia,Jubilado,indemnización,otros,contestada,luis fernando rojas arango 
Ordinario,medellin,antioquia,2010-04-06,2010.0,Bancolombia,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,cucuta,centro,2015-04-23,2015.0,Bancolombia,Jubilado,reintegro,eventual,contestada,oscar vergel canal
Ordinario,duitama,centro,2015-07-02,2015.0,Bancolombia,Jubilado,otros,eventual,otros,daniel isaías santana lozada
Ordinario,bogota,bogotá,2016-05-10,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2016-06-09,2016.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Especial,buenaventura,sur,2018-03-02,2018.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,bogota,bogotá,2009-09-02,2009.0,Bancolombia,Jubilado,reintegro,eventual,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2017-04-17,2017.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2014-11-05,2014.0,Conavi,Jubilado,indemnización,eventual,contestada,juan felipe molina alvarez
Ordinario,medellin,antioquia,2017-06-27,2017.0,Bancolombia,Jubilado,reintegro,otros,contestada,humberto jairo jaramillo v.
Ordinario,cucuta,centro,2011-06-13,2011.0,Conavi,Jubilado,indemnización,otros,favorable,oscar vergel canal (josé roberto herrera v.)
Ordinario,bucaramanga,centro,2011-11-03,2017.0,Bancolombia,Empleado,indemnización,eventual,otros,reynaldo amaya mantilla
Especial,pitalito,centro,2018-10-25,2018.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,bogota,bogotá,2015-06-18,2015.0,Bancolombia,Jubilado,otros,otros,pendiente,josé roberto herrera vergara
Ordinario,armenia,sur,2009-11-10,2009.0,Banco de colombia,Jubilado,indemnización,eventual,favorable,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,cali,sur,2017-02-14,2017.0,Bancolombia,Jubilado,indemnización,eventual,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,cali,sur,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera v. (luis felipe arana madriñán)
Especial,pitalito,centro,2018-10-25,2018.0,Bancolombia,Empleado,fuero sindical,eventual,terminado,giovanna flórez montealegre
Ordinario,ibague,centro,2015-09-02,2015.0,Banco de colombia,Jubilado,otros,otros,contestada,raúl humberto monroy gallego
Especial,barranquilla,caribe,2013-10-13,2013.0,Bancolombia,Empleado,fuero sindical,eventual,terminado,carlos valega puello
Ordinario,monteria,caribe,2015-07-28,2015.0,Bancolombia,Jubilado,indemnización,otros,pendiente,carlos valega puello
Especial,monteria,caribe,2016-08-11,2016.0,Bancolombia,Empleado,fuero sindical,eventual,otros,carlos valega puello
Ordinario,monteria,caribe,2016-06-27,2016.0,Bancolombia,Jubilado,indemnización,eventual,otros,carlos valega puello
Ordinario,barranquilla,caribe,2015-07-22,2014.0,Banco de colombia,Jubilado,otros,otros,otros,beatriz vélez vengoechea
Ordinario,santa marta,caribe,2017-03-18,2017.0,Bancolombia,Jubilado,indemnización,eventual,otros,carlos valega puello
Ordinario,medellin,antioquia,2016-06-20,2016.0,Conavi,Jubilado,reintegro,eventual,terminado,maría isabel cardona montoya
Ordinario,medellin,antioquia,2016-06-03,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,neiva,centro,2016-02-16,2016.0,Bancolombia,Jubilado,reintegro,eventual,liquidación,orlando erickson rivera ramírez
Ordinario,ibague,centro,2016-12-16,2016.0,Banco de colombia,Jubilado,otros,eventual,liquidación,raúl humberto monroy gallego
Ordinario,cali,sur,2011-06-02,2011.0,Banco de colombia,Jubilado,reintegro,eventual,favorable,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,florencia,centro,2010-08-28,2010.0,Bancolombia,Jubilado,reintegro,eventual,liquidación,josé roberto herrera  (xiomara clavijo)
Especial,villavicencio,centro,2018-08-06,2018.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,medellin,antioquia,2016-06-14,2016.0,Bancolombia,Jubilado,reintegro,eventual,contestada,humberto jairo jaramillo v.
Especial,sincelejo,caribe,2017-09-29,2017.0,Bancolombia,Jubilado,fuero sindical,eventual,otros,charles chapman (chapman & asociados)
Ordinario,bogota,bogotá,2017-01-12,2017.0,Bancolombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2017-03-08,2016.0,Bancolombia,Empleado,otros,eventual,contestada,andrés felipe fetiva ríos
Ordinario,bogota,bogotá,2015-11-25,2015.0,Bancolombia,Empleado,reintegro,eventual,liquidación,josé roberto herrera vergara
Especial,armenia,sur,2018-02-27,2018.0,Bancolombia,Empleado,fuero sindical,otros,otros,giovanna flórez montealegre
Ordinario,cartagena,caribe,2016-09-20,2016.0,Banco de colombia,Jubilado,otros,otros,otros,carlos valega puello
Ordinario,barranquilla,caribe,2016-08-16,2016.0,Bancolombia,Empleado,salario,otros,otros,carlos valega puello
Especial,palmira,sur,2016-02-26,2016.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,antioquia,2012-02-08,2012.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara (maría isabel cardona montoya)
Ordinario,barranquilla,caribe,2003-04-01,2003.0,Conavi,Jubilado,indemnización,eventual,pendiente,josé roberto herrera vergara (beatriz vélez vengoechea)
Ordinario,bogota,bogotá,2002-02-01,2002.0,Banco de colombia,Jubilado,otros,eventual,pendiente,josé roberto herrera vergara
Ordinario,cali,sur,2016-09-16,2016.0,Bancolombia,Jubilado,indemnización,eventual,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2010-10-13,2010.0,Conavi,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,barrancabermeja,centro,2011-06-17,2011.0,Bancolombia,Empleado,reintegro,eventual,otros,reynaldo amaya mantilla
Ordinario,armenia,sur,2016-09-20,2016.0,Bancolombia,Jubilado,reintegro,eventual,contestada,luis fernando rojas arango 
Ordinario,san gil,centro,2010-11-02,2010.0,Banco de colombia,Jubilado,salario,eventual,otros,josé roberto herrera vergara (reynaldo amaya mantilla)
Ordinario,cali,sur,2014-03-11,2014.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,armenia,sur,2015-09-22,2015.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara
Ordinario,cali,sur,2015-06-17,2015.0,Banco de colombia,Jubilado,otros,eventual,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,barrancabermeja,centro,2011-09-29,2011.0,Bancolombia,Jubilado,indemnización,eventual,otros,reynaldo amaya mantilla
Ordinario,barranquilla,caribe,2003-07-01,2003.0,Banco de colombia,Jubilado,otros,otros,pendiente,beatriz vélez vengoechea
Ordinario,santa marta,caribe,2015-03-03,2015.0,Bancolombia,Jubilado,otros,eventual,otros,carlos valega puello
Especial,cartagena,caribe,2015-12-18,2015.0,Bancolombia,Empleado,fuero sindical,eventual,terminado,charles chapman (chapman & asociados)
Especial,buenaventura,sur,2019-02-21,2019.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,bogota,bogotá,2015-06-03,2015.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Ordinario,bogota,bogotá,2016-08-30,2016.0,Bancolombia,Jubilado,reintegro,otros,liquidación,josé roberto herrera vergara
Ordinario,apartadó,antioquia,2016-12-02,2016.0,Banco de colombia,Jubilado,otros,otros,contestada,maría isabel cardona montoya
Ordinario,villeta,centro,2010-06-22,2010.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,tulua,sur,2015-01-13,2014.0,Banco de colombia,Jubilado,otros,otros,contestada,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,envigado,antioquia,2018-06-05,2018.0,Bancolombia,Jubilado,reintegro,eventual,terminado,humberto jairo jaramillo v.
Ordinario,arauca,centro,2012-10-01,2012.0,Otros,Otros,otros,otros,contestada,eduardo barragán nocua
Ordinario,cucuta,centro,2014-09-26,2014.0,Bancolombia,Jubilado,indemnización,otros,otros,oscar vergel canal
Ordinario,cali,sur,2010-08-10,2010.0,Banco de colombia,Jubilado,indemnización,eventual,liquidación,luis fernando rojas arango 
Ordinario,bogota,bogotá,2016-12-06,2016.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Ordinario,bogota,bogotá,2017-03-21,2017.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Especial,bogota,bogotá,2017-06-12,2017.0,Bancolombia,Empleado,fuero sindical,eventual,otros,juan pablo lópez moreno
Ordinario,pereira,sur,2017-04-25,2017.0,Bancolombia,Jubilado,indemnización,eventual,contestada,raúl humberto monroy gallego
Ordinario,pereira,sur,2017-03-22,2017.0,Bancolombia,Jubilado,indemnización,eventual,otros,raúl humberto monroy gallego
Ordinario,bucaramanga,centro,2017-12-19,2017.0,Bancolombia,Empleado,reintegro,eventual,otros,reynaldo amaya mantilla
Ordinario,monteria,caribe,2018-05-09,2018.0,Bancolombia,Jubilado,otros,eventual,terminado,charles chapman (chapman & asociados)
Ordinario,cali,sur,2009-12-05,2009.0,Bancolombia,Jubilado,indemnización,eventual,pendiente,josé roberto herrera vergara (luis fernando rojas arango)
Especial,barranquilla,caribe,2012-02-16,2012.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,carlos valega puello
Ordinario,ibague,centro,2015-08-24,2015.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara (raúl humberto monroy gallego)
Ejecutivo,bogota,bogotá,2016-10-13,2016.0,Banco de colombia,Jubilado,otros,eventual,terminado,josé roberto herrera vergara
Ordinario,bogota,bogotá,2014-07-15,2014.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Especial,florencia,centro,2014-10-10,2014.0,Banco de colombia,Empleado,fuero sindical,otros,resuelto,nelson calderon molina
Especial,bello,antioquia,2019-06-06,2019.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2011-04-15,2011.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2014-10-21,2014.0,Bancolombia,Jubilado,reintegro,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2008-12-18,2008.0,Banco de colombia,Jubilado,indemnización,eventual,otros,humberto jairo jaramillo v.
Ordinario,cali,sur,2013-03-11,2013.0,Bic,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara (luis fernando rojas arango)
Ordinario,bogota,bogotá,2015-02-02,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,medellin,antioquia,2015-11-03,2015.0,Banco de colombia,Jubilado,otros,otros,contestada,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2016-12-12,2016.0,Bancolombia,Jubilado,reintegro,otros,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2015-01-13,2015.0,Conavi,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara   (juan felipe molina alvarez)
Ordinario,bogota,bogotá,2012-05-17,2012.0,Conavi,Jubilado,indemnización,otros,contestada,juan pablo lópez moreno
Ordinario,sogamoso,centro,2016-08-09,2016.0,Bancolombia,Jubilado,reintegro,otros,contestada,giovanna flórez montealegre
Ordinario,libano,centro,2017-03-17,2017.0,Bancolombia,Jubilado,reintegro,otros,otros,raúl humberto monroy gallego
Especial,mocoa,centro,2017-06-04,2017.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,giovanna flórez montealegre
Ordinario,bucaramanga,centro,2007-06-19,2007.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara (reynaldo amaya mantilla)
Especial,arauca,centro,2018-12-12,2018.0,Bancolombia,Empleado,fuero sindical,otros,otros,giovanna flórez montealegre
Especial,mocoa,centro,2017-06-04,2017.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,tunja,centro,2018-02-23,2018.0,Banco de colombia,Jubilado,otros,otros,liquidación,giovanna flórez montealegre
Ordinario,purificación,centro,2016-11-17,2016.0,Banco de colombia,Jubilado,otros,otros,otros,raúl humberto monroy gallego
Ordinario,el guamo,centro,2017-02-24,2017.0,Banco de colombia,Empleado,otros,otros,pendiente,raúl humberto monroy gallego
Ordinario,cartagena,caribe,2015-06-10,2015.0,Banco de colombia,Jubilado,otros,otros,otros,vicente gutiérrez de piñeres
Especial,buenaventura,sur,2019-06-14,2019.0,Bancolombia,Empleado,fuero sindical,otros,pendiente,giovanna flórez montealegre
Ordinario,ibague,centro,2014-08-13,2014.0,Bic,Jubilado,indemnización,otros,contestada,raúl humberto monroy gallego
Especial,chiquinquira,centro,2019-05-28,2019.0,Bancolombia,Empleado,fuero sindical,otros,otros,giovanna flórez montealegre
Ordinario,medellin,antioquia,2010-09-21,2010.0,Bic,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,barranquilla,caribe,2014-10-08,2014.0,Bancolombia,Jubilado,indemnización,otros,otros,beatriz vélez vengoechea
Ordinario,cali,sur,2016-01-13,2016.0,Banco de colombia,Jubilado,otros,otros,contestada,luis fernando rojas arango 
Ordinario,medellin,antioquia,2009-11-03,2009.0,Bic,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2015-05-21,2015.0,Bancolombia,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2016-07-05,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2016-05-12,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2010-11-23,2010.0,Banco de colombia,Jubilado,otros,otros,resuelto,josé roberto herrera vergara
Ordinario,bogota,bogotá,2018-03-05,2018.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2007-05-15,2007.0,Conavi,Jubilado,reintegro,otros,pendiente,humberto jairo jaramillo v.
Especial,medellin,antioquia,2020-01-31,2020.0,Banco de colombia,Empleado,fuero sindical,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2019-05-10,2019.0,Bancolombia,Jubilado,reintegro,eventual,otros,maría isabel cardona montoya
Ordinario,sevilla,sur,2017-11-30,2017.0,Bancolombia,Jubilado,reintegro,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,antioquia,2016-06-14,2016.0,Bancolombia,Jubilado,reintegro,eventual,favorable,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2011-07-11,2011.0,Bic,Jubilado,otros,otros,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2016-09-28,2016.0,Conavi,Jubilado,otros,eventual,contestada,juan felipe molina alvarez
Ordinario,bogota,bogotá,2012-03-27,2012.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara (juan pablo lópez moreno)
Ordinario,bogota,bogotá,2018-02-08,2018.0,Bancolombia,Jubilado,indemnización,otros,contestada,juan pablo lópez moreno
Ordinario,chiquinquira,centro,2019-11-28,2019.0,Bancolombia,Empleado,otros,eventual,otros,andrés felipe fetiva ríos
Ordinario,pereira,sur,2018-04-27,2018.0,Bancolombia,Jubilado,reintegro,eventual,otros,raúl humberto monroy gallego
Ordinario,bogota,bogotá,2019-06-12,2019.0,Banco de colombia,Jubilado,otros,eventual,favorable,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2018-03-14,2018.0,Bancolombia,Jubilado,reintegro,eventual,otros,reynaldo amaya mantilla
Ordinario,cali,sur,2018-02-12,2018.0,Bancolombia,Jubilado,indemnización,eventual,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,buenaventura,sur,2013-08-02,2013.0,Banco de colombia,Jubilado,indemnización,eventual,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,neiva,centro,2014-01-13,2014.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara (orlando erickson rivera ramírez)
Ordinario,socorro,centro,2020-07-06,2020.0,Bancolombia,Empleado,otros,otros,otros,andrés felipe fetiva ríos
Ordinario,bogota,bogotá,2017-12-12,2017.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2018-02-12,2018.0,Bancolombia,Jubilado,reintegro,eventual,contestada,juan felipe molina alvarez
Ordinario,barranquilla,caribe,2017-11-25,2017.0,Bancolombia,Empleado,otros,eventual,otros,carlos valega puello
Ordinario,pereira,sur,2017-03-08,2017.0,Bancolombia,Jubilado,indemnización,otros,favorable,raúl humberto monroy gallego
Ordinario,libano,centro,2016-11-03,2016.0,Bancolombia,Jubilado,reintegro,otros,favorable,raúl humberto monroy gallego
Especial,buenaventura,sur,2020-09-30,2020.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Ordinario,medellin,antioquia,2019-09-13,2019.0,Bancolombia,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Especial,espinal,centro,2020-07-24,2020.0,Bancolombia,Empleado,fuero sindical,otros,favorable,giovanna flórez montealegre
Ordinario,barranquilla,caribe,2016-08-09,2016.0,Bancolombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,apartadó,antioquia,2019-01-23,2019.0,Banco de colombia,Jubilado,otros,otros,favorable,maría isabel cardona montoya
Ordinario,bogota,bogotá,2019-07-15,2019.0,Bancolombia,Jubilado,reintegro,otros,otros,josé roberto herrera vergara
Ordinario,neiva,centro,2015-04-28,2015.0,Bancolombia,Jubilado,otros,otros,liquidación,orlando erickson rivera ramírez
Ordinario,bucaramanga,centro,2017-03-22,2017.0,Bancolombia,Empleado,indemnización,otros,otros,reynaldo amaya mantilla
Especial,cartagena,caribe,2018-06-05,2018.0,Bancolombia,Jubilado,reintegro,otros,favorable,charles chapman (chapman & asociados)
Ordinario,medellin,antioquia,2016-12-05,2016.0,Banco de colombia,Jubilado,otros,otros,contestada,maría isabel cardona montoya
Especial,bogota,bogotá,2020-07-08,2020.0,Bancolombia,Empleado,fuero sindical,eventual,favorable,jose roberto herrera vergara
Ordinario,bucaramanga,centro,2018-11-28,2018.0,Banco de colombia,Jubilado,reintegro,eventual,otros,reynaldo amaya mantilla
Ordinario,duitama,centro,2018-02-08,2017.0,Bancolombia,Jubilado,reintegro,eventual,otros,giovanna flórez montealegre
Ordinario,bogota,bogotá,2015-08-11,2015.0,Banco de colombia,Jubilado,otros,eventual,otros,giovanna flórez montealegre
Ordinario,aguachica,centro,2015-02-10,2015.0,Bancolombia,Jubilado,indemnización,otros,otros,reynaldo amaya mantilla
Ordinario,bucaramanga,centro,2017-10-17,2017.0,Bancolombia,Jubilado,indemnización,eventual,otros,reynaldo amaya mantilla
Ordinario,bogota,bogotá,2018-03-16,2018.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2019-09-04,2019.0,Bancolombia,Jubilado,reintegro,otros,pendiente,juan pablo lópez moreno
Ordinario,malaga,centro,2013-09-30,2013.0,Banco de colombia,Jubilado,reintegro,otros,otros,josé roberto herrera vergara (reynaldo amaya mantilla)
Ordinario,barranquilla,caribe,2018-07-11,2018.0,Banco de colombia,Jubilado,otros,otros,pendiente,charles chapman (chapman & asociados)
Ordinario,medellin,antioquia,2018-04-12,2018.0,Bancolombia,Jubilado,reintegro,otros,otros,maría isabel cardona montoya
Especial,palmira,sur,2020-08-03,2020.0,Bancolombia,Empleado,fuero sindical,eventual,otros,giovanna flórez montealegre
Especial,medellin,antioquia,2021-03-02,2021.0,Bancolombia,Empleado,fuero sindical,eventual,otros,maría isabel cardona montoya
Ordinario,medellin,antioquia,2011-05-23,2011.0,Bic,Jubilado,otros,otros,contestada,humberto jairo jaramillo v.
Ordinario,apartadó,antioquia,2021-10-09,2021.0,Bancolombia,Jubilado,reintegro,otros,otros,maría isabel cardona montoya
Ordinario,pacho,bogotá,2013-09-05,2013.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara (clara lasso de ramírez)
Ordinario,tunja,centro,2016-04-27,2016.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara (giovanna flórez montealegre)
Ordinario,libano,centro,2017-01-23,2016.0,Bancolombia,Jubilado,reintegro,eventual,otros,raúl humberto monroy gallego
